kernel_radius,b,c,h,w,max_fn_sec,max_fn_value,luca_fn_sec,luca_fn_value
2,128,32,4,4,,,0.0015389630000299803,0.0004897117614746094
2,128,32,8,8,,,0.0019811020000020108,0.00012385845184326172
2,128,32,16,16,,,0.0026082539999947585,3.0934810638427734e-05
2,128,32,32,32,,,0.004954666000003272,7.62939453125e-06
2,128,32,64,64,,,0.015423927000028925,1.9073486328125e-06
2,128,32,128,128,,,0.05698551599999746,4.76837158203125e-07
2,128,64,4,4,,,0.0019131410000454707,0.0004906654357910156
2,128,64,8,8,,,0.0021980770000027405,0.0001214742660522461
2,128,64,16,16,,,0.0033498259999760194,3.0517578125e-05
2,128,64,32,32,,,0.00789020900003834,7.569789886474609e-06
2,128,64,64,64,,,0.028537405000008675,1.9073486328125e-06
2,128,64,128,128,,,0.11314502399994808,4.76837158203125e-07
2,128,128,4,4,,,0.0020026839999900403,0.0004868507385253906
2,128,128,8,8,,,0.0026597110000352586,0.00012171268463134766
2,128,128,16,16,,,0.00484705999997459,3.063678741455078e-05
2,128,128,32,32,,,0.01520953199997166,7.62939453125e-06
2,128,128,64,64,,,0.05490993400002253,1.9073486328125e-06
2,128,128,128,128,,,0.22300006900002245,4.76837158203125e-07
