kernel_radius, b  , c  , h  , w  , max_fn_sec, max_fn_value, luca_fn_sec          , luca_fn_value
            2,  32,  16,  32,  32,           ,             , 0.0010503840001092613, 0.6649751663208008
            2,  32,  16,  64,  64,           ,             , 0.002656712000089101 , 0.6350736021995544
            2,  32,  16, 128, 128,           ,             , 0.009477399000161313 , 0.6522297263145447
            2,  32,  32,   4,   4,           ,             , 0.0008685379998496501, 0.5008907914161682
            2,  32,  32,   8,   8,           ,             , 0.00076095899999018  , 0.5732383728027344
            2,  32,  32,  16,  16,           ,             , 0.0009811859999899752, 0.5774056911468506
            2,  32,  32,  32,  32,           ,             , 0.0023303799998757313, 0.6400154829025269
            2,  32,  32,  64,  64,           ,             , 0.008069810000051802 , 0.6343035101890564
            2,  32,  32, 128, 128,           ,             , 0.030688435000001846 , 0.6828162670135498
            2,  32,  64,   4,   4,           ,             , 0.0010907480000241776, 0.5120437741279602
            2,  32,  64,   8,   8,           ,             , 0.0008333759999459289, 0.6000613570213318
            2,  32,  64,  16,  16,           ,             , 0.0021794799999952374, 0.6320872902870178
            2,  32,  64,  32,  32,           ,             , 0.0072504350000599516, 0.6241346001625061
            2,  32,  64,  64,  64,           ,             , 0.028165700000045035 , 0.7343395948410034
            2,  32,  64, 128, 128,           ,             , 0.11047547299995131  , 0.7031466364860535
            2,  32, 128,   4,   4,           ,             , 0.0009022430001550674, 0.6006492376327515
            2,  32, 128,   8,   8,           ,             , 0.0015435480001997348, 0.6187534332275391
            2,  32, 128,  16,  16,           ,             , 0.007933524000009129 , 0.670232355594635
            2,  32, 128,  32,  32,           ,             , 0.031088708999959636 , 0.6988183259963989
            2,  32, 128,  64,  64,           ,             , 0.1226235330000236   , 0.7182990312576294
            2,  32, 128, 128, 128,           ,             , 0.4857735399998546   , 0.7227959632873535
            2,  64,   4,   4,   4,           ,             , 0.0010612599999149097, 0.2073858380317688
            2,  64,   4,   8,   8,           ,             , 0.0009249450001789228, 0.21660830080509186
            2,  64,   4,  16,  16,           ,             , 0.0009681340000042837, 0.22891657054424286
            2,  64,   4,  32,  32,           ,             , 0.001044001000082062 , 0.33997949957847595
            2,  64,   4,  64,  64,           ,             , 0.0014769190001970856, 0.3096979856491089
            2,  64,   4, 128, 128,           ,             , 0.002902256999959718 , 0.37450897693634033
            2,  64,   8,   4,   4,           ,             , 0.0010370420000072045, 0.22396084666252136
            2,  64,   8,   8,   8,           ,             , 0.0013111000000662898, 0.2601448595523834
            2,  64,   8,  16,  16,           ,             , 0.000988830000096641 , 0.3066456913948059
            2,  64,   8,  32,  32,           ,             , 0.0011974750000263157, 0.2956029176712036
            2,  64,   8,  64,  64,           ,             , 0.0021528549998492963, 0.32384979724884033
            2,  64,   8, 128, 128,           ,             , 0.00632150699993872  , 0.39280906319618225
            2,  64,  16,   4,   4,           ,             , 0.0009747290000632347, 0.24504294991493225
            2,  64,  16,   8,   8,           ,             , 0.0009618999999929656, 0.26228711009025574
            2,  64,  16,  16,  16,           ,             , 0.0010942450001039106, 0.35510215163230896
            2,  64,  16,  32,  32,           ,             , 0.001667040000029374 , 0.3595556914806366
            2,  64,  16,  64,  64,           ,             , 0.004015508000065893 , 0.3707495629787445
            2,  64,  16, 128, 128,           ,             , 0.014526549000038358 , 0.37098661065101624
            2,  64,  32,   4,   4,           ,             , 0.001009520000025077 , 0.3235475718975067
            2,  64,  32,   8,   8,           ,             , 0.0010920259999238624, 0.28433385491371155
            2,  64,  32,  16,  16,           ,             , 0.0015305349998016027, 0.35682737827301025
            2,  64,  32,  32,  32,           ,             , 0.0035234849999596918, 0.40213316679000854
