kernel_radius, b  , c  , h  , w  , luca_fn_sec       , luca_fn_value         , max_fn_sec         , max_fn_value
            2,  64,   8,  32,  32, 0.0014835690000154, 1.537799835205078e-05 ,  0.2573257910007669, 1.6570091247558594e-05
            2,  64,   8,  64,  64, 0.0026203040000041, 3.6954879760742183e-06,  0.2878729840012966, 3.75509262084961e-06
            2,  64,   8, 128, 128, 0.0073937919999593, 8.940696716308594e-07 ,  0.253849774999253 , 1.0132789611816406e-06
            2,  64,  16,   4,   4, 0.0013480829999821, 0.0009503364562988    ,  0.954513262000546 , 0.0023784637451171
            2,  64,  16,   8,   8, 0.001203179000015 , 0.0002415180206298    ,  0.9854686500002572, 0.0003437995910644
            2,  64,  16,  16,  16, 0.00127383399996  , 6.181001663208008e-05 ,  0.9637291450017074, 7.158517837524414e-05
            2,  64,  16,  32,  32, 0.0019637600000237, 1.5676021575927734e-05,  0.8953947429981781, 1.6391277313232422e-05
            2,  64,  16,  64,  64, 0.0041638840000359, 3.874301910400391e-06 ,  0.9228276920002828, 3.933906555175781e-06
            2,  64,  16, 128, 128, 0.0141872920000309, 9.5367431640625e-07   ,  0.964641048998601 , 9.5367431640625e-07
            2,  64,  32,   4,   4, 0.0009493410000231, 0.0009703636169433    ,  3.085360985998705 , 0.0023612976074218
            2,  64,  32,   8,   8, 0.0012135629999647, 0.0002474784851074    ,  3.082328383999993 , 0.0003509521484375
            2,  64,  32,  16,  16, 0.0014265319999822, 6.055831909179688e-05 ,  3.0582350109980325, 7.206201553344727e-05
            2,  64,  32,  32,  32, 0.0026530460000344, 1.5497207641601562e-05,  3.074883763001708 , 1.6629695892333984e-05
            2,  64,  32,  64,  64, 0.0078314920000366, 3.874301910400391e-06 ,  3.313521772000968 , 3.993511199951172e-06
            2,  64,  32, 128, 128, 0.028570052999953 , 9.5367431640625e-07   ,  3.3107340349997685, 1.0132789611816406e-06
            2,  64,  64,   4,   4, 0.0011119509999844, 0.0009889602661132    , 11.837663184996927 , 0.0023822784423828
            2,  64,  64,   8,   8, 0.0012798010000096, 0.0002470016479492    , 11.70203907999894  , 0.0003483295440673
            2,  64,  64,  16,  16, 0.0018339609999884, 6.091594696044922e-05 , 12.015441914001713 , 7.271766662597656e-05
            2,  64,  64,  32,  32, 0.0041339870000456, 1.52587890625e-05     , 11.794109555001342 , 1.6510486602783203e-05
            2,  64,  64,  64,  64, 0.0143396070000108, 3.874301910400391e-06 , 12.782496488998731 , 3.933906555175781e-06
            2,  64,  64, 128, 128, 0.0566558209999925, 9.5367431640625e-07   , 12.94183871900168  , 9.5367431640625e-07
            2,  64, 128,   4,   4, 0.0011194140000156, 0.0009737014770507    , 48.456546196001    , 0.0023784637451171
            2,  64, 128,   8,   8, 0.0015077109999879, 0.0002446174621582    , 46.36084020899944  , 0.000349998474121
            2,  64, 128,  16,  16, 0.0025941970000076, 6.115436553955078e-05 , 46.17719236099947  , 7.236003875732422e-05
            2,  64, 128,  32,  32, 0.0077361890000133, 1.537799835205078e-05 , 52.656406663998496 , 1.6510486602783203e-05
            2,  64, 128,  64,  64, 0.0275389000000245, 3.814697265625e-06    , 55.985787926998455 , 3.933906555175781e-06
            2,  64, 128, 128, 128, 0.111777528999994 , 9.5367431640625e-07   , 58.04227495300074  , 9.5367431640625e-07
            2, 128,   4,   4,   4, 0.0013848829999574, 0.0004818439483642    ,  0.0601493040012428, 0.0010585784912109
            2, 128,   4,   8,   8, 0.0013186150000024, 0.0001001358032226    ,  0.0610116700008802, 0.0001871585845947
            2, 128,   4,  16,  16, 0.0019034970000006, 3.0875205993652344e-05,  0.0599037150022923, 3.6656856536865234e-05
            2, 128,   4,  32,  32, 0.0022315780000212, 7.390975952148437e-06 ,  0.0591800299989699, 8.940696716308594e-06
            2, 128,   4,  64,  64, 0.0033375620000128, 1.7881393432617188e-06,  0.0664300979988183, 2.026557922363281e-06
            2, 128,   4, 128, 128, 0.0071445199999971, 5.364418029785156e-07 ,  0.0673149289978027, 4.76837158203125e-07
            2, 128,   8,   4,   4, 0.0015779929999553, 0.0004758834838867    ,  0.2138991489991895, 0.0011625289916992
            2, 128,   8,   8,   8, 0.0012969169999905, 0.0001181364059448    ,  0.2120118860002549, 0.0001789331436157
            2, 128,   8,  16,  16, 0.0019995979999976, 3.11732292175293e-05  ,  0.2267274370024097, 3.641843795776367e-05
            2, 128,   8,  32,  32, 0.0026177729999972, 7.927417755126953e-06 ,  0.236113443999784 , 7.808208465576172e-06
            2, 128,   8,  64,  64, 0.004832542000031 , 1.9073486328125e-06   ,  0.2328427169995848, 1.96695327758789e-06
            2, 128,   8, 128, 128, 0.0144262829999775, 4.76837158203125e-07  ,  0.2269574169986299, 4.76837158203125e-07
            2, 128,  16,   4,   4, 0.0012808690000269, 0.0004963874816894    ,  0.8024161150024156, 0.0011329650878906
            2, 128,  16,   8,   8, 0.0018657690000054, 0.0001167058944702    ,  0.8029864419986552, 0.0001788139343261
            2, 128,  16,  16,  16, 0.0022214789999566, 3.057718276977539e-05 ,  0.8074877210019622, 3.427267074584961e-05
            2, 128,  16,  32,  32, 0.0034162250000235, 7.68899917602539e-06  ,  0.8043350420011848, 8.046627044677734e-06
            2, 128,  16,  64,  64, 0.0078122090000078, 1.8477439880371092e-06,  0.8910221799997089, 1.96695327758789e-06
            2, 128,  16, 128, 128, 0.0279796259999898, 4.76837158203125e-07  ,  0.868681681000453 , 5.364418029785156e-07
            2, 128,  32,   4,   4, 0.0015389630000299, 0.0004897117614746    ,  3.147313168999972 , 0.0011968612670898
            2, 128,  32,   8,   8, 0.001981102000002 , 0.0001238584518432    ,  3.161576849000994 , 0.0001711845397949
            2, 128,  32,  16,  16, 0.0026082539999947, 3.0934810638427734e-05,  3.1806226629996672, 3.594160079956055e-05
            2, 128,  32,  32,  32, 0.0049546660000032, 7.62939453125e-06     ,  3.129714819999208 , 8.225440979003906e-06
            2, 128,  32,  64,  64, 0.0154239270000289, 1.9073486328125e-06   ,  3.2331013290022383, 2.026557922363281e-06
            2, 128,  32, 128, 128, 0.0569855159999974, 4.76837158203125e-07  ,  3.239260237001872 , 4.76837158203125e-07
            2, 128,  64,   4,   4, 0.0019131410000454, 0.000490665435791     , 12.066672157001449 , 0.0011701583862304
            2, 128,  64,   8,   8, 0.0021980770000027, 0.0001214742660522    , 13.101562776999344 , 0.0001747608184814
            2, 128,  64,  16,  16, 0.003349825999976 , 3.0517578125e-05      , 13.869089263000204 , 3.635883331298828e-05
            2, 128,  64,  32,  32, 0.0078902090000383, 7.569789886474609e-06 , 14.030983250002464 , 8.285045623779297e-06
            2, 128,  64,  64,  64, 0.0285374050000086, 1.9073486328125e-06   , 15.30200962500021  , 1.96695327758789e-06
            2, 128,  64, 128, 128, 0.113145023999948 , 4.76837158203125e-07  , 14.216693958001995 , 4.76837158203125e-07
            2, 128, 128,   4,   4, 0.00200268399999  , 0.0004868507385253    , 53.93190554499961  , 0.0011749267578125
            2, 128, 128,   8,   8, 0.0026597110000352, 0.0001217126846313    , 53.45436097499987  , 0.0001746416091918
            2, 128, 128,  16,  16, 0.0048470599999745, 3.063678741455078e-05 , 52.55785249300243  , 3.612041473388672e-05
            2, 128, 128,  32,  32, 0.0152095319999716, 7.62939453125e-06     , 51.75737397299963  , 8.285045623779297e-06
            2, 128, 128,  64,  64, 0.0549099340000225, 1.9073486328125e-06   , 56.03601674200036  , 1.96695327758789e-06
            2, 128, 128, 128, 128, 0.2230000690000224, 4.76837158203125e-07  , 56.154132857998775 , 4.76837158203125e-07
